"retornos","Date","wday","wdayname","month_day","week","wk_total"
-0.0207195464395805,2021-10-04,2,"seg",4,"40",93
0.0199569965714916,2021-10-05,3,"ter",5,"40",93
0.0150643262548715,2021-10-06,4,"qua",6,"40",93
0.00593640984287869,2021-10-07,5,"qui",7,"40",93
0,2021-10-08,6,"sex",8,"40",93
-0.00210274711678327,2021-10-11,2,"seg",11,"41",94
-0.00458826751020991,2021-10-12,3,"ter",12,"41",94
0.0117112569702396,2021-10-13,4,"qua",13,"41",94
0.0217340016991259,2021-10-14,5,"qui",14,"41",94
0.00482243104872015,2021-10-15,6,"sex",15,"41",94
0.0101246444598198,2021-10-18,2,"seg",18,"42",95
0.00305900606094878,2021-10-19,3,"ter",19,"42",95
-0.00266037365193483,2021-10-20,4,"qua",20,"42",95
0.0108975178309423,2021-10-21,5,"qui",21,"42",95
-0.00514868692403503,2021-10-22,6,"sex",22,"42",95
-0.00333160495107265,2021-10-25,2,"seg",25,"43",96
0.00642579420332656,2021-10-26,3,"ter",26,"43",96
0.0421141808768266,2021-10-27,4,"qua",27,"43",96
0.00365130721457141,2021-10-28,5,"qui",28,"43",96
0.0224140245583964,2021-10-29,6,"sex",29,"43",96
-0.00678487435596276,2021-11-01,2,"seg",1,"44",97
0.0114157636004457,2021-11-02,3,"ter",2,"44",97
0.0026115780234206,2021-11-03,4,"qua",3,"44",97
0.00730539520958073,2021-11-04,5,"qui",4,"44",97
-0.00112948519124068,2021-11-05,6,"sex",5,"44",97
0.00276733918209437,2021-11-08,2,"seg",8,"45",98
-0.00308607979720688,2021-11-09,3,"ter",9,"45",98
-0.0153297330437364,2021-11-10,4,"qua",10,"45",98
0.0049274639030521,2021-11-11,5,"qui",11,"45",98
0.0129049968123665,2021-11-12,6,"sex",12,"45",98
